firstName,lastName,company,title,biography,facebookUrl,twitterUrl,linkedInUrl,profileImageUri,links
KENNY,WELCOME,JPMorgan Chase & Co.,Banker,"he/him/his

Kenny is a Private Banker for J.P. Morgan Private Bank, joining the firm in 2017.  As a Private Banker, Kenny works strategically with clients in the high & ultra high net-worth space ranging from professional athletes & entertainers, corporate executives, business owners, and much more.  Kenny advises his clients on all aspects of banking, lending, investments, and wealth planning.

Prior to J.P. Morgan, Kenny began his career in Wealth Management at Morgan Stanley working as a strategic partner in their Global Sports and Entertainment Division. As one of the youngest advisor in Morgan Stanley’s Sports and Entertainment Division, Kenny tactically utilized his skillset and network to manage and develop relationships with some of the biggest athletes in sports. 

As a New Orleans native, Kenny is very intentional about pouring back into his community and continuing to do his part in the ongoing social and economic expansion of the city. Kenny is a member of the leadership team for NBA All Star and Olympic Gold Medalist, Jrue and Lauren Holiday’s Social Justice Fund, a progressive commitment made to support Black-led non-profit organization, city wide-initiatives seeking to bring about equitable outcomes for black and brown communities, and historically back colleges and universities of higher education in New Orleans, Los Angeles, and Indianapolis. 

Kenny serves on the Board of Full of Grace Foundation, Executive Mentor Council for Son of a Saint, Operations Committee for FirstLine Schools, a member of the Urban League of Louisiana, the Young Leadership Council, New Orleans Regional Black Chamber of Commerce, and the Tulane Alumni Association. 

Kenny earned a Bachelor’s of Science in Business Management and Marketing from Tulane University where he also lettered in football as a scholarship athlete.

Kenny is married to his lovely wife, Naomi Welcome.",,,https://www.linkedin.com/in/kenny-welcome-02575069/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/2bb4552ab3874096905180688b825557.jpeg,WEBSITE - https://www.jpmorganchase.com/impact/people/advancing-black-pathways
ELDORA L.,"ELLISON, Ph.D.","Sterne, Kessler, Goldstein & Fox",Director,"she/her/hers

Eldora L. Ellison, Ph.D., is a director in Sterne Kessler’s Biotechnology & Chemical and Trial & Appellate Practice Groups. Eldora is a Co-Chair of the firm’s Patent Office Litigation Practice and a member of the firm's Executive Committee. Over the course of her 26-year career, Eldora has gained extensive experience in inter partes patent matters, building on a strong foundation in patent prosecution. Her experience includes representing clients in over 70 inter partes review and post-grant review proceedings, more than 15 patent interferences, and in various patent reexaminations and district court litigations. She was designated lead patent strategist for the University of California on its ground-breaker CRISPR technology and has led the University’s renewed interference proceedings. Eldora earned her J.D. from Georgetown University Law Center, her Ph.D. in biochemistry, molecular and cell biology from Cornell University, and her B.S. in biology from Haverford College.",,https://twitter.com/SterneKessler,https://www.linkedin.com/in/eldora-ellison-21703b7/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/190095e9a32b4a42859dcd82663c4bb1.jpg,WEBSITE - https://www.sternekessler.com/
MARLON,NICHOLS,MaC Venture Capital,Managing Partner,"he/him/his

Marlon Nichols is the founding managing partner at MaC Venture Capital (formerly Cross Culture Ventures), which finds entrepreneurs who are building the future for the rest of America.

He’s a former Kauffman Fellow and Investment Director at Intel Capital, with an extensive background in technology, private equity, media and entertainment. Marlon’s unique eye for global trends and shifts in consumer behavior has helped him capture many high-potential investments and companies that reflect overlooked markets, including Gimlet Media, MongoDB, Thrive Market, PlayVS, Fair, LISNR, Mayvenn, Blavity, and Wonderschool.

Marlon is the recipient of MVMT50’s SXSW 2018 Innovator of the Year award, Digital Diversity’s Innovation & Inclusion Change Agent award and was a TechWeek 100 winner. He was named Pitchbook’s 25 Black Founders and VCs to Watch in 2018 and 2019 and one of Silicon Republic's 26 VC professionals spearheading change. He’s been featured on TechCrunch, Fortune, Blavity and NBC, and is adjunct faculty in entrepreneurship and venture capital at the SC Johnson College of Business at Cornell University.",,https://twitter.com/marloncnichols,https://www.linkedin.com/in/marloncnichols/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/fc6d807638ee421cacecaa496801c33c.png,WEBSITE - https://macventurecapital.com/
WILL,BIHRLE,Bain Capital Private Equity,Principal,"Mr. Bihrle joined Bain Capital Private Equity in 2014.  He is a Principal in the Technology, Media & Telecommunications Vertical and is a member of the North American Private Equity team.

Prior to joining Bain Capital Private Equity, Mr. Bihrle was an associate at Berkshire Partners. Before Berkshire Partners, Mr. Bihrle was a consultant at Bain and Company.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/a6ec962204074bf4b8ce1c56ff55dc2a.jpg,WEBSITE - https://www.baincapital.com/
LEYONNA,BARBA,JPMorgan Chase & Co.,Executive Director,"she/her/hers

Leyonna is an Executive Director in J.P. Morgan’s Commercial Bank, managing client relationships in the Technology and Disruptive Commerce banking practice in Middle Market Banking that serves high growth companies from seed stage through IPO or exit. Advising clients at every stage in their growth profile, early to late stage, she is a skilled professional in an array of solutions ranging from operational optimizations, cash management, international growth and debt financing.

Prior to working in the early stage banking group, Leyonna worked 15+ years in the investment and corporate banking practices at J.P. Morgan. She started her career in Debt Capital Markets advising clients on capital structure, M&A financing, leverage recapitalization and liability management. 

Leyonna earned a M.B.A. from Columbia University and a B.S. in Business Administration with a concentration in Finance and Accounting from Washington University in St. Louis. She is the former President of the New York Alumnae chapter of Delta Sigma Theta Sorority, Inc. and remains an active member. Leyonna currently resides in New Jersey with her son.",,https://twitter.com/LeyonnaInTech,https://www.linkedin.com/in/leyonnabarba/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/f5763ab7070e4f7287be495a28d28b5a.jpg,WEBSITE - www.jpmorgan.com/startups
LISA P.,JACKSON,Apple,"Vice President of Environment, Policy and Social Initiatives","Lisa P. Jackson is Apple’s Vice President of Environment, Policy and Social Initiatives, and served as Administrator of the U.S. Environmental Protection Agency from 2009 to 2013.

At Apple, Lisa leads the company’s environmental initiatives, global community education programs, product accessibility efforts, corporate giving, and worldwide government affairs. She is also the head of Apple’s newly announced Racial Equity and Justice Initiative.

Since Lisa’s arrival in 2013, Apple has transformed its environmental footprint. Under her leadership, the company reached its goal of powering its operations around the world with 100 percent renewable energy and is now implementing its industry-leading supplier clean energy program — responsible for adding over 5 gigawatts of new clean energy around the world — to drive the transition to renewable energy with Apple’s manufacturing partners. In addition, Lisa spearheads Apple’s circular economy programs, grounded in the company’s ambition to one day make its products using only recycled or renewable materials.

President Barack Obama appointed Lisa as Administrator of the U.S. Environmental Protection Agency in 2009 — the first African-American to hold the position. As Administrator, she focused on reducing greenhouse gases, protecting air and water quality, preventing exposure to toxic contamination, and achieving environmental justice by expanding environmental outreach to underserved communities and communities of color.

Lisa has been recognized as a leader in business and sustainability in a number of leading publications including Fast Company’s 100 Most Creative People in Business, Vogue’s Game Changers, InStyle’s Badass Women, Newsweek’s Most Important People, TIME Magazine’s 100 Most Influential People in the World (2010 & 2011) and Ebony’s Power 100 lists. She is the recipient of numerous awards, including Princeton’s James Madison Medal, Tulane University’s Distinguished Alumni Award, the Environmental Law Institute’s Environmental Achievement Award, the Corporate EcoForum’s C.K. Prahalad Award for Global Sustainability Business Leadership and The Captain Planet Foundation’s Protector of the Earth Award.

She serves on the boards of Tulane University, SF Film, Conservation International and Emily’s List, and is an honorary member of Delta Sigma Theta sorority.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/572604721fcc4fd79aa6fa944a7bb62e.jpg,
JESSICA,DANDRIDGE,Water Collaborative of Greater New Orleans,Executive Director,"she/her/hers

Ms. Dandridge received her B.A at Xavier University of Louisiana in political science and sociology. She received her M.A in International Affairs with a concentration in security and conflict from The New School for Public Engagement in New York City. Since 2005, she has worked with over 20 organizations nationally on various projects. Before starting at the TWC, Ms. Jessica was the Louisiana State Director at the Campaign Election Engagement Project and the Program Director for Rural Electric Cooperative Democracy Project for the Rockefeller Family Fund. Ms. Dandridge has a certificate in Leadership, Activism, and Civil Rights from Brown University, and a certificate in Kingian Nonviolence Strategies from the Selma Center of Nonviolence. She currently acts as the chair of the Region 8 Louisiana Watershed Initiative and co-found, and manages the People’s Water Project, a national coalition of organizations and leaders fighting for progressive federal water policies.",,,https://www.linkedin.com/in/jessica-dandridge-ma-1ba73071/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/4c07757fbc754eb9b45689ed7a36f415.jpg,WEBSITE - https://www.nolawater.org/
PATRICK,RILEY,GAN,CEO,"Patrick Riley is the CEO of GAN which is a highly-curated community of independent accelerators, corporates, and investors. GAN connects startups to the human and financial resources they need so that entrepreneurs and the cities they call home become increasingly whole. He's also Managing Partner of GAN Ventures, the VC fund associated with GAN.

He started his career at the American Red Cross where he oversaw the COO's office as its Chief of Staff. Patrick left the Red Cross to manage the sales and operations for a venture-backed healthcare technology company that had a recent exit. Following his passion to support start-up companies around the world, Patrick joined Techstars, a well known tech accelerator, and oversaw its growth which included the development of GAN. Outside of work, he enjoys spending time with his wife and two girls, bike riding, traveling, and skiing around Colorado.",,https://twitter.com/ganconnect,https://www.linkedin.com/in/rileypat/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/06a0fc8a5829491d804ee59abfabbc34.jpg,WEBSITE - https://www.gan.co
TOURÉ,FOLKES,Turning Tables,CEO/Executive Director,"Born in NYC and shaped by many places along the east coast and south, Touré Folkes now calls New Orleans his home.  Having sparked his bartending career in NYC, Touré moved down south and continued his growth in the New Orleans food and beverage community.  Currently, Toure´Folkes is the Executive Director and CEO of Turning Tables.  Turning Tables creates a foundation for equity in the bartending and hospitality community by providing mentorship, educational tools, and a network of support for BIPOC hospitality professionals. Turning Tables seeks to change the face of hospitality by investing in the success of our communities and cultivating leadership within our city.  Turning Tables looks at the industry as a whole and collaborates with partners in every sector to envision a new future for hospitality.",https://www.facebook.com/turningtablesnola,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/f3e330682e034239a806d6cc75d09542.jpg,INSTAGRAM - https://www.instagram.com/turningtablesnola ; WEBSITE - https://www.turningtablesnola.org/
SABRINA,SHORT,NOLAvate Black,Founder & CEO,"she/her/hers

Sabrina Short is the Founder and Chief Executive Officer of NOLAvate Black, New Orleans Black Tech Collective. She is known as the “Great Connector” because of her unwavering passion for community and social justice. 

A 2019 and 2020 Ada Lovelace Award nominee for women making an impact in tech, Sabrina raises awareness around diversity and inclusion in the technology sector. Sabrina strives to explore ways to support the local tech ecosystem, including spearheading the Black Tech NOLA, the regions first  Inclusive Innovation Conference. NOLAvate Black has reached over 2,000 Black professionals through programming that addresses accessibility to the tech pipeline. She is also been named a 2020 Silicon Bayou 100 Honoree and was a 2020 Tech2Empower Fellow with Wake International.

A motivational speaker, published author, community advocate and now a start-up founder, Sabrina believes, “It is important that we create spaces where everyone is invited, supported and included. We each have a divine right to live out our purpose and be successful in doing what we love.”

Sabrina serves on the boards of Rooted School New Orleans and is a member of the New Orleans Digital Alliance.",,https://twitter.com/nolavateblack,https://www.linkedin.com/company/nolavate-black / linkedin.com/in/sabrinanshort,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/38fcec9ab5b047b08163d27ee4910d0c.jpeg,WEBSITE - https://nolavateblack.com/
PATTY,RIDDLEBARGER,Entergy Corporation,Vice President – Corporate Social Responsibility,"she/her/hers

Patricia Riddlebarger is vice president of Corporate Social Responsibility for Entergy Corporation, a Fortune 500 energy company. In this role, Ms. Riddlebarger develops corporate citizenship strategies that strengthen stakeholder relationships and create sustainable value for the company, it's 13,000 employees and 2.9 million customers in communities across the southeast and northeast United States.  Ms. Riddlebarger's career spans 20 plus years in utilities, energy, healthcare and nonprofits. Her areas of expertise include corporate citizenship, corporate communications, social media, legislative advocacy, stakeholder engagement, media relations, advertising and fundraising.  Ms. Riddlebarger has an MBA from Tulane University and a Bachelor of Journalism from The University of Texas at Austin.",,,https://www.linkedin.com/in/pattyriddlebarger/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/4859872ac3184b6e8fe0785ec12fc12e.jpg,WEBSITE - https://www.entergy.com/
CAROL SERRANO,CRESPO,Fund 17,Hispanic Entrepreneurship Lead Researcher,"she/her/hers

Carol Serrano Crespo was born in Cuenca, Ecuador in 1996. She grew up in Quito, Ecuador, and moved to New Orleans in 2015 to attend Tulane University. During her years as an undergraduate, she gained experience in business consultancy through internships in Ecuador and in New Orleans. Carol started her internship at Fund 17 in 2018 to develop business support initiatives for the Latino community and became the lead investigator of Fund 17’s Hispanic Entrepreneurship Research. In May 2019, she graduated from Tulane with a dual degree in Economics and Finance. After graduation, she worked as a financial consultant for Ernst & Young in New York. She is currently working in financial advisory for Ernst & Young in Mexico. 

Carol is passionate about economic development and aims to continue working on initiatives that support economic mobility, especially in Latin America. She misses New Orleans's music, food, and people.",,,https://www.linkedin.com/in/carol-serrano/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/2daa01ebc61742bc8c230e231a341466.jpg,WEBSITE - http://www.fund17.org/
LESLIE,BRADSHAW,Merryck,Executive Mentor,"she/her/hers

Leslie Bradshaw is a battle-tested innovator, leader, talent-unlocker, and growth-driver. Bradshaw has co-founded four companies, invested in and advised multiple startups, and helped two large enterprises establish internal incubators to discover and launch new products. 
 
Bradshaw is also a sixth-generation farmer, which has taught her to flow within the season she finds herself. In the spirit of regenerating and planting, Bradshaw is spending 2021 as an Executive Mentor at Merryck where she helps leaders accelerate growth, align strategy, unlock talent, and develop personally.

Rounding out her love of learning and nature, Bradshaw serves on the Board of global education leader Hyper Island and continues to be an active partner in her family business, Bradshaw Vineyards. After hours, you can find Bradshaw lifting heavy in the gym and cultivating her judo practice in the dojo.",,https://twitter.com/lesliebradshaw,https://www.linkedin.com/in/lesliebradshaw/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/612d163a061e4e218f427f62e9abaf77.jpg,WEBSITE - merryck.com
HALEY,BURNS,Fund 17,Founder,"she/her/hers

Haley Burns is the founder and former Executive Director of Fund 17, a New Orleans nonprofit that provides accessible education, capital and workspace to low-income business owners and entrepreneurs of color. In her seven years leading the organization, Fund 17 served hundreds of entrepreneurs, established their portfolio of programs, led three surveying research projects and opened the Community Business Incubator in the 7th ward. She is currently back in her home state of Alabama serving as the Community and Economic Development Specialist for the Alabama Cooperative Extension System. In this role, she works out of Alabama A&M University to design entrepreneurship and workforce development programs for the state’s urban centers.",,,https://www.linkedin.com/in/haleyjburns/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/cc1cb7757acd4d3d8ac34c4d6acc1180.png,WEBSITE - http://www.fund17.org/
HERMIONE,MALONE,Good Work Network,Executive Director,"she/her/hers

Hermione Malone serves as Executive Director of Good Work Network, a New Orleans-based nonprofit that coaches minority and women-owned businesses from survival to success through access to skills development, contracts and capital for growth, and networks to scale. 
Prior to her arrival at GWN, Hermione served as Director of Supplier Diversity for Cleveland Clinic, and $8 billion global health system based in Cleveland, OH. There, she created the corporate supplier diversity strategy, including metrics, policies, and protocols designed to increase Cleveland Clinic purchasing from minority-, women-, and veteran-owned companies, among others, ultimately attaining more than $100M in annual spend with diverse companies. Hermione is a German Marshall Memorial Fellow (2016) and holds an M.B.A. in Marketing and Entrepreneurship from Case Western Reserve University, a B.S. in Journalism from Florida A&M University, and a Diversity Management Certificate from the Cornell University School of Industrial and Labor Relations.",,https://twitter.com/goodworknetwork,https://www.linkedin.com/in/hermione/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/72214d9fe5d0438eb848b4b49d901115.jpg,WEBSITE - www.goodworknetwork.org
CARON,GAREL,Afrodisiac,Head Chef,"Caron learned to cook at a young age coming from a family of six where she learned how to prepare family meals and had to help in the kitchen often. Caron found her love for cooking after being the go-to person in her group of friends to cook food for parties and events. She loved feeding others and seeing the excitement and satisfaction on people’s faces when they ate her food. This led to the start of her journey as a cook and entrepreneur eventually leading to the start of her journey as a cook and entrepreneur by creating a food truck and catering business with her husband, Shaka.",https://www.facebook.com/afrodisiacnola/,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/819e8c0a5bd843209c7e8e696c156f86.jpg,INSTAGRAM - https://www.instagram.com/afrodisiacnola/
YUNG,JUNE,Material Institute,Rapper | Lyricist,"he/him/his

Yung June is a rapper and lyricist from New Orleans whose musical interest developed through listening to local hip hop artists as a child. His intention is to empower and heal his listeners by sharing common human experience. Early Mornings, his album recorded at the Embassy, will be released in 2021.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/3f0d5b06af094085895d505be2669110.jpeg,INSTAGRAM - https://www.instagram.com/jumay100/
DINA,HASIOTIS,NOLA Public Schools,Chief School Support and Improvement Officer,"she/her/hers

Dina Hasiotis is the Chief School Support and Improvement Officer for NOLA Public Schools. In her role, she oversees the Student Support and Attendance, School Support and Improvement, and Communications teams and has overseen the district's COVID-19 response. Dina joined the district in 2016 and led the design and implementation of the Charter School Accountability Framework. Previously, she was a Partner with TNTP, advising districts and states on school improvement and also directed the research of The Mirage, which highlights the need to radically rethink teacher development. Dina proudly started her career teaching 7th grade in NOLA public schools. She is a graduate of Harvard College and holds a Master's in Public Administration from The Maxwell School at Syracuse University.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/7f767af6da014014828b7e8217bf7565.png,
ROBÉRT,LEBLANC,LeBLANC + Smith,Founder and Creative Director,"Upon graduating from Loyola University New Orleans, Robért LeBlanc started a record label, Renaissance Records, that evolved into an event planning and guerrilla marketing firm called The Renaissance Initiative. His first hospitality project was music venue Republic New Orleans, with hotel bars LePhare and loa New Orleans following shortly thereafter. LeBlanc opened his first restaurant, Sylvain in October 2010. In 2014, he created LeBLANC+SMITH, which is a boutique hospitality portfolio that now also includes Barrel Proof Bar, Cavan Restaurant and Bar, Barracuda Taco Bar, and boutique hotel The Chloe. Robert is married to Danielle Webb and has two sons, Bear (10) and Will (7) and calls Uptown New Orleans home.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/627c5cf012d041b18b8bf54db1c58696.jpg,WEBSITE - http://www.leblancandsmith.com/home
JOHN,BEL,Cavan,Head Chef,"Born and raised in NOLA, John’s first job was working for his uncle at Sal’s Snoball on Metairie Road. As an undergrad at Loyola University, he traveled throughout Europe, gaining exposure to new cuisines—and a deeper sense of New Orleans’ cultural cachet across the globe. Following college, he worked in bartending, wine and spirits at Bridge Lounge (now Barrel Proof), and helped reopen the business post-Katrina. It was there that John transitioned to the culinary side of hospitality. He eventually became the Sous Chef of Saint Marie and was promoted to Executive Chef at Meauxbar in 2017. After steeping himself in the French traditions of Meauxbar’s bistro fare, John expanded the menu to showcase the influences of former French colonies, such as Vietnam, North Africa, the Caribbean and New Orleans.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/e22e50037d50442cbb0960c0612a7b81.jpg,WEBSITE - https://www.cavannola.com/ ; INSTAGRAM - https://www.instagram.com/cavannola/
CHRIS,CAVANAGH,Guidepost Growth Equity,General Partner,"Chris Cavanagh joined Guidepost Growth Equity in 2015.

Chris focuses on originating, evaluating and managing growth equity investments in the technology and technology-enabled services sectors. He enjoys partnering with entrepreneurs of rapidly growing companies and supporting them through their company’s next phase of growth.

Previously, Chris was a Vice President at Great Hill Partners, a $7.7 billion Boston-based growth-focused private equity firm. Chris was involved in investments in software, internet, and business services and was responsible for originating, evaluating and executing investment opportunities, as well as assuming Board of Director responsibilities at portfolio companies. He began his career as an investment banking analyst at Citigroup in New York, where he focused in the consumer products and retail sectors.

Chris earned a B.A. in Economics from the University of Notre Dame. He is an active member of Notre Dame’s Irish Entrepreneurship Network, serving as a mentor to entrepreneurs and a judge in the annual McCloskey Business Plan Competition.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/7b6b3a85271a415eae3256329437bf80.jpg,WEBSITE - https://guidepostgrowth.com/
TIFFANY,CARTER,"Women's Business Enterprise Council, South","Director, Enterprising Women of Color Program","she/her/hers

Most recently, Tiffany Carter served as the Director of Procurement, oversees the Port of New Orleans’ and New Orleans Public Belt Railroad procurement and small business contracting, bringing more than 20 years of experience in a variety of industries. Her efforts secured over $12 million in small business spend in maritime and rail industries.  As former Director of the State and Local Disadvantaged Business Program, Ms. Carter’s leadership resulted in over $30 million in local and small business contract awards. Her profile includes work with the National Urban League, Louisiana Department of Transportation, United Way of Southeastern Louisiana, Regional Transit Authority and Sewerage and Water Board New Orleans. She is a former board member of CASA New Orleans/St. Bernard, an advisory board member of 1st Tee New Orleans and one of New Orleans CityBusiness 2015’s Top 50 Business Women. She is a native New Orleanian and a graduate of the University of New Orleans.",,https://twitter.com/WBECSouth,https://www.linkedin.com/company/wbecsouth/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/580e3b9e4098472ab5e3dcd42803516f.jpg,WEBSITE - www.wbecsouth.org
JO ANN,LAWRENCE,U.S. Small Business Administration,Deputy District Director,"she/her/hers

Jo Ann Lawrence is a native of Bogalusa, Louisiana.  She has over 46 years of service with the federal government, all with the U.S. Small Business Administration (SBA).  She began her tenure with SBA in the Administrative Support Unit and was promoted to the Finance Division.  In June 1983, she laterally transferred to the Minority Small Business and Capital Ownership Development Division, now known as the Office of Business Development.

Mrs. Lawrence is the Deputy District Director for the Louisiana District Office where she manages the district office staff.  She has extensive experience and expertise in business development, capital access, contracting, and procurement assistance.  She is a nationwide expert on 8(a) Business Development, HUBZone, Woman-owned Small Business, 7(j) Management and Technical Assistance, Joint Ventures and Mentor Protégé Programs.  Mrs. Lawrence is frequently called upon for training initiatives across the country, and she has worked on several standard operating procedures (SOP) manuals.",,https://twitter.com/SBA_Louisiana,https://www.linkedin.com/in/jo-lawrence-a76018117/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/c5e5a6bd84cf4b8682c37a952f5b95a7.jpg,WEBSITE - https://www.sba.gov/offices/district/la/new-orleans
PELL,.,,Rapper | Musician,"[photo credit: Bridgette Aikens]

Since he came on the scene in 2014, Pell’s been synonymous with ambition. His first mixtape, Floating While Dreaming, captured the spirit of dreaming big and wanting more. Featuring production from Ludwig Goransson (Childish Gambino) and others, Floating While Dreaming announced the arrival of a thoughtful, multifaceted Nola talent. Pell can cut a party record in the tradition of Cash Money and also tap into the city’s R&B scene for a mellow slow jam with all live instrumentation.

Pell’s latest venture? Rebuilding his strong and vibrant hometown with GLBL WRMNG - a new hyper-local NOLA collective of 20+ local artists and producers including Malik NinetyFive, Jzzle, Jelly of Tank and the Bangas, Lil Iceberg, Kr3wcial, and more. On February 19th, GLBL WRMNG will release glbl wrmng vol. 1, an ode to the strength and resilience of their beloved hometown and emphasizes the city’s heroic survival.

“I wanted to make records with all my hometown friends that didn’t have to be just Pell records that could showcase the talent of New Orleans and what we had to offer,” Pell says. “I wanted to executively produce this record and then give us all something to call back on whenever we were on the road or outside of the city so that we could keep connecting and building together.

The R&B side of the city is a fundamental part of glbl wrmng vol. 1, which has been gestating for years. The album aims to capture the beauty, vibrancy, and, most importantly, resiliency of New Orleans—a city that can attest to the harsh realities of climate change—while simultaneously showcasing the artists and producers who are reinventing the city’s sound. It features over 15 different collaborators, fulfilling Pell’s desire to create a platform for a side of the city he says isn’t represented in contemporary hip-hop. “Oftentimes New Orleans is pegged as this murder capital,” he says. “But on a day to day basis, we show each other so much love and this project embodies that.” While many of the collaborators are close friends of Pell’s, some are folks he’s only known for a year or less—but it doesn’t matter, because sharing the spotlight is the point.",https://www.facebook.com/pellyeah,https://twitter.com/PELLYEAH,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/667c11ebb47a4b4bbe5350bbebed4894.jpg,WEBSITE - http://pellyeah.com/ ; INSTAGRAM - https://www.instagram.com/pellyeah/?hl=en
SHEBA,TURK,WWL-TV,News Anchor,"Sheba Turk co-anchors WWL-TV’s Eyewitness Morning News and is the author of the book “Off Air: My Journey to the Anchor Desk.”

Sheba’s inspirational book details how she worked her way from working behind the scenes in a newsroom to the anchor desk in about two years.

Sheba is was born and raised in New Orleans. Her love of writing led her into the world of journalism. Shortly after graduating from college, Sheba was hired as an associate producer at WWL. She worked her way up to traffic reporter, then morning show reporter, then anchor and host of the entertainment show, “The 504,” which ended so that Sheba could take on her expanded role as a main morning anchor at WWL.

Sheba is an alumnus of Soledad O’Brien’s PowHerful Foundation and mentors with the organization. She is passionate about helping others reach their full potential.",,https://twitter.com/shebaturk,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/b449ffbb02f4406284ed5f7f6fe93ddf.jpg,WEBSITE - https://www.shebaturk.com/
"WAYNE ""WILD WAYNE""",BENJAMIN,WQUE-FM,Radio Living Legend,"From his philanthropic work with his non-profit, and hosting the city’s highest rated afternoon drive radio show, Wild Wayne defines everything that is uniquely New Orleans. Simply put, Wild Wayne(Wayne Benjamin) is an entertainment icon! He has been showcased globally, with features in the blockbuster movie Girls Trip, Netflix #1 rated movie Project Power, HBO’s award winning series Treme and even the internationally acclaimed CNN GO Travel! Also Wild Wayne is the Voice of the New Orleans Pelican’s basketball team as their PA Announcer. Additionally, he’s received recognition with spots on the Source Magazines Power 30 Radio DJ List for six consecutive years. Wild Wayne was invited to the 2013 White House' Annual Youth Summit, recognized as a Slam-Dunk Honoree at the 2014 NBA All-Star Gospel Experience, and received the first Lifetime Achievement Award at the 2014 NBA All-Star Music Experience.

Benjamin has served as the spokes-person for some of America’s most recognized brands including, Metro PCS, Raising Canes, Pillsbury, McDonald's, Pepsi, Chevrolet, Sam’s Club, Nabisco and AT&T.  As a CEO and Producer, Benjamin created the Industry Influence monthly music conference, showcase and on-line blog.  Industry influence MusicCon gave aspiring artists an opportunity to perform and gain access to valuable industry insiders, while showcasing their talent.

Benjamin is also an active philanthropist.  His humanitarian work includes serving as founder and Chairman of The Benjamin Foundation, the charity he started in 2000.  The Wild Wayne Summer Experience has serviced over a thousand youth and is an annual summer program which exposes inner city children to the cultural, historical and entertainment heritage of Louisiana.  He formerly served as host of The City of New Orleans’ Midnight Basketball League from 2014-2019.

Listen to The Wild Wayne “Day Party” show from 2-7 weekdays in New Orleans on Q93 or on iHeart Radio App.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/1b1b5553e8cd41ad9bd8a44b7be33d6f.jpg,WEBSITE - https://www.instagram.com/wildwayne/
